职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司规模,公司类型,公司标签,工作地点,职位描述或任职要求,规模类型
数据分析专员,广州市利联贸易有限公司,8千-1万,广州-海珠区,本科,在校生/应届生,01-30发布,150-500人,国企,批发/零售,（临平）余杭经济技术开发区五洲路98号,公司介绍：广州市利联贸易有限公司成立于1995年，至今已有27年的外贸出口经验，是国内人造花出口商龙头企业。主营：人造花卉、圣诞等节日装饰，逐步进发其他家居装饰类目，及拓展电商平台业务模式，打造全球亚马逊站点和独立站！自成立以来以卓越的研发与创新能力为驱动，合理的市场定价，优秀的产品质量为重点，丰富的行业经验为支撑，吸引了大批大型连锁店客户与之建立了长期的合作关系。目前公司主要合作客户为北美和欧洲的大型连锁店客户，GardenCenter和优质进口商客户。国内核心合作工厂20余家，其中80%以上100%生产公司订单，货源充足，熟悉掌握海外市场需求及爆款。一、岗位职责：精品模式，FBA、海外仓，北美市场为主1、关注亚马逊跨境电商产品市场动态，评估市场容量，对产品进行利润分析、竞争对手动态分析，消费者研究分析；基于数据分析对产品的生命周期，定价，产品升级等向运营提供精细化管理的建议；2、基于公司跨境电商ERP系统进行产品成本、利润、销售形式、库存等维度的数据分析，为财务和管理层提供建议；3、熟练运用第三方工具和数据分析建模，追踪、搜集、分析、汇总及考察评估新产品的信息，深度开发产品；4、负责从产品需求到产品上市后，密切跟踪品类及产品的表现力，管理产品成本，质量，进度，跟踪处理消费者反馈产品售后问题，组织完成优化，迭代等产品生命周期管理，提升产品竞争力；5、负责公司内部与运营部门的产品卖点提炼指导，整理并提供产品描述，图片，关键词，推广等建议，对销售平台的销售过程进行指导并跟踪新产品销售状况；6、定期分析销售，库存等数据，提高产品销售业绩与库存周转率，制定产品促销，滞销品的处理方案，协调相关部门实施。二、任职要求：1、本科及以上学历，英语4级以上、理工类（数学/计算机）专业本科优先；2、优秀应届毕业生也可考虑，两年以上Amazon平台产品开发经验优先；有欧美家居装饰类目等相关产品项目管理或产品开发经验优先；3、具备多项工作并行执行的能力，热爱数据分析方面的工作，能将数据与实际相结合，推进能力，抗压能力，理解能力，沟通能力，团队合作能力强；4、对市场有很强的敏感度和洞察力，熟悉市场消费者行为，熟悉了解消费者分析及消费者行为分析，对产品和市场定位有一定的认知和理解力，能准确判断市场趋势。三、福利待遇：1、【薪酬待遇】：基本工资+包午餐+绩效奖金/年终奖；2、【五险一金】：公司为正式员工购买养老、医疗、失业、工伤、和生育保险、住房公积金；3、【带薪假期】：带薪假（婚假、产假、年假、丧假等）及各类法定节假日，服务满一年更享有5天带薪年假，随着服务年限递增，最长可享有15天带薪年假；4、【文体娱乐】：羽毛球活动、年度旅游、不定期聚餐运动等精彩活动；5、【工作氛围】：活力、开放、轻松、融洽；6、【午餐免费】：工作日公司饭堂为员工提供免费午餐；7、【员工体检】：每年为入职满一年员工提供一次身体检查。交通便利，领导nice，晋升空间大，周末双休上班制，所以你还在等什么，优秀的你们赶紧加入我们利联大家庭吧！乘车路线：8号线琶洲A出口步行8分钟即到；或者公交线路：琶洲大道东（保利广场*香格里拉酒店）/琶洲大桥南站即到；上班时间：9:00-12:0013:00-18:00（周末双休）；公司/面试地址：广州市海珠区琶洲路2-8号广州国际采购中心918室，9楼（917-920室）,民营  |  50-150人
数据分析师（FAT）,上海联和金融信息服务有限公司,6-8千,上海-长宁区,本科,在校生/应届生,01-30发布,1000-5000人,外资（欧美）,计算机服务(系统、数据服务、维修),广州科学城科学大道247-249号总部经济区A7栋,1、参与数据治理规划、制定实施方案，并负责数据治理项目的整体推动；2、深入研究数据治理、数据分析、数据应用等核心技术，以数据驱动推动业务发展；3.负责开展各领域的深入调研，参与科技创新各领域相关课题研究，完成研究报告；4、为金融机构、实体企业、政府机构等多领域提供数字化转型咨询服务，梳理业务流程，寻找业务数字化机会，制定项目计划并组织实施。职位需求：1.本科及以上学历，专业不限，理工科背景应届生优先；2.思维敏捷、逻辑清晰，具备较强的团队意识和创新意识；3.具备良好的沟通协调能力、优秀的市场研究和分析能力；4.具有良好的英语书面和口头表达能力，有相关英语证书者优先；5.熟练使用office办公软件，掌握R、SQL、Python等分析软件或语言者优先。,国企  |  150-500人
数据分析实习生,费斯托（中国）有限公司大连分公司,120元/天,大连-沙河口区,本科,在校生/应届生,01-30发布,50-150人,民营,互联网/电子商务,嘉昱大厦A座锦业一路,,外资（欧美）  |  1000-5000人
数据分析工程师,深圳市天软科技开发有限公司,5-8千,深圳-福田区,本科,在校生/应届生,01-30发布,50-150人,民营,计算机服务(系统、数据服务、维修),上地九街9号数码科技广场,,民营  |  50-150人
数据分析实习生,上海劢联企业管理咨询有限公司,4-5千,上海-静安区,本科,在校生/应届生,01-30发布,150-500人,国企,专业服务(咨询、人力资源、财会),长宁区红宝石路500号东银中心A栋29F,"岗位职责：SQLServer，数据处理，可视化，数据分析1、负责项目相关数据报表的建立，根据经营需求整理、规范、优化分析报告；2、建立月度等周期性报告，及时监控指标运行情况，以保障绩效目标的顺利达成；3、研究数据分析的方法，做到报表制作简单、方便、实用，以方便业务部门理解与使用；4、通过数据分析，挖掘业务问题，并提出合理改善建议，以促进业务操作的持续优化；5、有良好的多部门沟通协作能力。任职要求：1、本科以上学历,相关咨询行业背景优先考虑；2、熟悉Sql、Excel、Python等工具使用，熟练使用图表及函数功能，掌握VBA编程技能者优先；3、熟悉Tableau等数据可视化的使用，熟练掌握SQL相关数据操作语言；4、了解基础的数据分析方法，包含：描述性分析、回归分析、方差分析；5、有相关数据可视化工作经验、自动化报表开发工作经验及具备互联网背景者优先考虑。",民营  |  50-150人
数据分析师,上海联和金融信息服务有限公司,6-8千,上海-长宁区,本科,在校生/应届生,01-30发布,150-500人,民营,计算机服务(系统、数据服务、维修),同康路287号盈亿国际鞋服A栋601,工作内容：1.参与实体企业数化转型业务，协助完成数据相关的收集整理及分析，为企业提供解决方案，实现企业数据资产积累2.负责为公司各类数据模块/产品的设计与开发提供支持，包括逻辑梳理、数据维护等3.为业务分析及建模提供数据支持，包括业务数据的深度分析及价值挖掘4.在深入理解公司业务的基础上，发现业务潜在拓展机会，给出建设性意见岗位要求：1.本科及以上学历；专业不限，应届生优先2.能熟练运用Office等常用办公软件3.具备良好的沟通协调能力，逻辑清晰，思维敏捷4.热于创新，积极探索，有较强的自我学习能力,国企  |  150-500人
数据分析助理,江苏智恒达投资集团有限公司,4-6千,常州-天宁区,本科,在校生/应届生,01-30发布,150-500人,民营,贸易/进出口,嘉昱大厦A座锦业一路,职责描述：1、协助领导进行业务交付各环节中的数据洞察及分析；2、通过对数据指标进行分析、日常监控、深入挖掘等，及时反应业务现状、发现业务风险；3、不断探索数据分析的思路，及时高效地提供数据洞察依据；4、了解业务需求，整合数据资源，让数据在经营管理中发挥更大的价值；5、完成上级领导安排的各项工作任务。任职要求：1、本科及以上学历，计算机、数学、统计学等相关专业的应届生优先；2、熟悉Excel操作，具有较高的数据敏感度；3、具备不断学习创新的能力，较强的沟通能力，系统的逻辑思维能力；4、工作认真仔细，具有善于发现问题并解决问题的能力。,民营  |  150-500人
数据分析实习生（2023届） 双休 转正机会,广州点赞广告策划有限公司,3-3.5千,广州-越秀区,大专,在校生/应届生,01-30发布,1000-5000人,已上市,广告,上地九街9号,岗位职责：1、负责每日、每周的数据报表更新及分析；2、负责监控团队核心指标（如上线进度、官方有效率等），进行风险预警，推动指标达成；3、负责搭建数据监测体系（如新店接管率、拉群上线率等），以满足业务的常态化需求；4、负责定期整理系统数据，保障业务数据的完整准确；5、负责对外卖业务体量进行预估，并根据实际情况进行调整；6、领导交办的其他事宜；任职要求：1、大专及以上学历，信息管理、数学、统计学、财务管理、市场营销等相关专业；2、对数据敏感，较强的分析能力；3、能熟练运用WORD、EXCEL数据透视表及函数应用等办公软件；4、具有较强的责任心和良好的服务意识。,民营  |  150-500人
数据分析专员,德华兔宝宝装饰新材股份有限公司,4-5千,湖州-德清县,大专,在校生/应届生,01-30发布,少于50人,民营,家具/家电/玩具/礼品,上海市浦东新区新浩路55号,岗位职责：1、负责销售数据的收集、汇总、分析2、负责货款数据的收集、汇总、分析3、负责商标数据管控4、负责门店数据、供应商数据的分析汇总岗位要求：大专及以上学历，财务相关专业毕业，35周岁以下,已上市  |  1000-5000人
数据分析工程师,江苏中达盛清环境技术有限公司,6千-1万,盐城,本科,在校生/应届生,01-30发布,150-500人,民营,环保,亿达春田春田园D7,岗位职责：1、对大气环境监测常规监测数据处理、收集及实时分析，参与现场排查工作，判断污染来源，为污染源巡查、治理提供针对性管控意见；2、结合考核目标，对常规分析、现场工作、管控效果进行总结提炼，可独立完成撰写日报、周报、月报等；3、负责与客户沟通数据工作开展，提供数据支撑，对实况、成效情况进行汇报，协调引导客户需求，协助做分析决策；4、项目数据的整理记录、有序，归档；5、配合项目需求输出其他类型数据的工作要求及上级交办的其他工作。任职要求：1、本科及以上学历，大气科学类/环境科学/环境工程相关专业，1年以上工作经验，优秀应届生亦可投递；2、有良好的团队合作精神及沟通能力，逻辑能力及语言组织表达能力好，善于提炼总结分析；3、良好的数据处理及分析能力，熟练运用PPT、Excel、Word等办公软件；4、对工作细心、耐心，积极性高且有较强的责任心；5、有较强的抗压能力，适应中长期出差；6、数据分析整理汇报者优先，有政府项目对接、合作经验者优先。,民营  |  少于50人
运营管培生（数据分析向）,上海成蹊信息科技有限公司,5-9千,上海-徐汇区,本科,在校生/应届生,01-30发布,1000-5000人,外资（欧美）,网络游戏,海琴广场对面,【主要职责】1、负责运营内部部分初级数据筛选工作；2、对接部分数据的持续观测与个人优化建议；3、对接客服部核心数据进行数据分析与建议；4、有明确的个人规划和职业发展部署，愿意在公司成长；【任职要求】1.本科及以上学历，专业背景不限，数学类专业优先；2.热爱游戏，对游戏玩家思维方式有一定了解，能探析玩家的心理；3.逻辑思维和数据分析能力较强，可以很好的完成数据收集、分析等工作；4.沟通表达和执行能力较强，做事耐心严谨；5.公司能给你平台和机会，以及相关培训。期待更好的你，一起成长。,民营  |  150-500人
[校招] 销售支持（数据分析） Sales Support Officer,达飞轮船（中国）有限公司,7-8千·13薪,上海-黄浦区,本科,在校生/应届生,01-30发布,少于50人,民营,交通/运输/物流,上海市杨浦区国伟路135号10号楼306室（都市工业园）,"Thispositioncontributestofulfillmentofcommercialandsalesactionplanbyprovidingvarioussupportstosales.KeyResponsibilities：1.Responsibleforsalesforecastingfollowup&systemupdate2.Answerincomingrateinquiry;3.Followinguponsalesleadsorraterequest;4.Secureanypossiblebusinessopportunity;5.AssistingSalestoinputMID&territoryinfo;6.Internalcoordinationamongdifferentagencyfunctiontosolvedaytodayissues(rate/forecast/etc.)RequiredExperience&Skills：1.Bachelor’sdegreeorabove;3.GoodknowledgeofExcel,Word,PowerPoint;4.GoodinEnglish,andMandarin;5.Skillstouseanalyticthinkingtodecomposetheproblemand,moreoftenthannot,solveitquickly;6.Accurate,clear,andconcisecommunication(writtenandspoken);7.Adoptapositiveattitudetowardsworkandwithconfidence;8.Adaptivetocontinuouschangingpriorities.",外资（欧美）  |  1000-5000人
数据分析实习生,上海数道信息科技有限公司,200元/天,上海-浦东新区,本科,在校生/应届生,01-30发布,少于50人,民营,计算机服务(系统、数据服务、维修),黄浦区四川南路26号,"工作职责：1、理解和分析项目需求，提出可行性建议。2、完成数据项目中数据梳理、数据预处理、统计建模/可视化等分析环节的python实现；3、项目阶段性研究报告的整理与制作（ppt、文档）。职位要求：1、本科及以上学历在读生2、熟悉Python编程，熟悉pandas、sklearn等第三方库3、理解和掌握各类主流挖掘算法，包括但不限于kmeans，RF,XGboost等，对原理和实现有较好把握4、熟悉MySQL等关系型数据库操作5、有算法开发和建模的经验优先（包括课程项目）6、有时间观念，乐于学习新知识7、有知识图谱研究和应用经验者优先",民营  |  少于50人
大气污染治理工程师（数据分析）,江苏中达盛清环境技术有限公司,6-8千,南通-通州区,本科,在校生/应届生,01-30发布,500-1000人,已上市,环保,亿达春田春田园D7,岗位职责：1、对大气环境监测常规监测数据处理、收集及实时分析，参与现场排查工作，判断污染来源，为污染源巡查、治理提供针对性管控意见；2、结合考核目标，对常规分析、现场工作、管控效果进行总结提炼，可独立完成撰写日报、周报、月报等；3、负责与客户沟通数据工作开展，提供数据支撑，对实况、成效情况进行汇报，协调引导客户需求，协助做分析决策；4、项目数据的整理记录、有序，归档；5、配合项目需求输出其他类型数据的工作要求及上级交办的其他工作。任职要求：1、本科及以上学历，大气科学类/环境科学/环境工程相关专业，1年以上工作经验，优秀应届生亦可投递；2、有良好的团队合作精神及沟通能力，逻辑能力及语言组织表达能力好，善于提炼总结分析；3、良好的数据处理及分析能力，熟练运用PPT、Excel、Word等办公软件；4、对工作细心、耐心，积极性高且有较强的责任心；5、有较强的抗压能力，适应中长期出差；6、数据分析整理汇报者优先，有政府项目对接、合作经验者优先。,民营  |  少于50人
数据分析员（校招）,震安科技股份有限公司,8-10万/年,昆明,本科,在校生/应届生,01-30发布,500-1000人,合资,机械/设备/重工,北苑路32号安全大厦,职位描述：1、协助业务部门开展数据工作，根据公司的实际业务要求，建立合理的业务数据跟进表，搭建可视化看板，完成深入的专项数据分析并形成分析报告。2、负责业务的数据工作，支持部门数据的取数、验数、分析等工作。3、理解业务方向，承接业务部门专题分析工作，为业务策略和项目落地节奏提供分析建议。职位要求：1、财务管理、经济学、经济统计学、金融数学、工商管理等专业本科及以上学历；2、具备数据的处理能力，熟练操作hive、SQL等相关数据提取工具，掌握excel、PPT等office技能。3、良好的数据敏感度，能从大量数据提炼核心结果。4、抗压、自驱、学习能力强。,已上市  |  500-1000人
数据分析员,上海申美饮料食品有限公司,5-7千,上海-浦东新区,大专,在校生/应届生,01-30发布,150-500人,民营,快速消费品(食品、饮料、化妆品),集庆门大街苏宁慧谷E07-1,1.及时准确完成部门各固定报告的制作和发送：日报、周报、月报2.业务系或横向跨部门临时数据需求的响应及支持；3.对突发的业绩异常及波动进行原因分析，提供有效建议4.阶段性业绩总结及分析报告的撰写5.从各种问题中能够发现问题，并有能力独自或领导团队寻求解决方案6.完成上级安排的其他临时事情,合资  |  500-1000人
数据分析,上海递家品牌管理有限公司,6-8千,上海-闵行区,本科,在校生/应届生,01-30发布,50-150人,民营,计算机软件,南部商务区前河南路818弄42号泰康大厦11F,岗位职责：1.协助日常的策略平台建设；2.协助ABT实验平台的建设；3.协助日常的数据统计与分析；4.协助日常的竞品调研；5.协助部门输出周报、月报等报告材料；任职要求：1.本科及以上学历，统计学、计算机、软件、社会学、电子商务专业优先；仅招23届及之后的学生；2.有互联网产品实习经验的同学优先考虑；3.耐心细致、有良好的沟通能力和抗压能力；4.统计学、计算机、软件、电子商务专业优先；5.有项目管理、平台实习、熟练与数据交互（包括但不限于SQL、PYTHON、SPSS等）经验优先考虑；6.熟悉使用产品原型工具及excel等办公软件；7.可以长期(至少6个月)实习者优先考虑,民营  |  150-500人
初级风控数据分析师,深圳闻博大数据信息技术有限公司,8千-1.4万,深圳,硕士,在校生/应届生,01-30发布,10000人以上,民营,计算机软件,天钥桥路567号森本大楼501,,民营  |  50-150人
23届三福储干-商品数据分析(MJ000034),三福服饰有限公司,5-7千,,,,01-30发布,500-1000人,外资（欧美）,服装/纺织/皮革,亿达春田春田园D7,,民营  |  10000人以上
数据分析实习生 / Data Analysis Intern,博世力士乐（常州）有限公司,140元/天,,,,01-30发布,少于50人,民营,机械/设备/重工,通协路288弄1号,,外资（欧美）  |  500-1000人
金融数据分析研究员,湖南经伟度物联网科技有限公司,6千-1万,长沙-芙蓉区,中技/中专,在校生/应届生,01-30发布,50-150人,民营,金融/投资/证券,五星国墅园5楼整层,1、负责行业研究和潜在投资机会研究，筛选符合要求的投资项目；2、进行投资项目的市场调研、数据收集和可行性分析；3.协助各类商品产业链期、现货板块行业研究；研发交易策略并进行可操作性分析4.主导基础数据分析和数据挖掘；通过分析数据发现规律；产生数据统计分析的报表、图表等可视化展现方式。,民营  |  少于50人
汽车电子数据分析鉴定工程师,四川华大科技司法鉴定所,6千-1.1万,成都,本科,在校生/应届生,01-30发布,少于50人,民营,检测，认证,江宁区东麒路6号东山国际企业研发园B2栋,岗位职责及任职要求：1、本科及以上学历（有丰富工作经验的可降低学历）；2、机械工程、机械设计制造及其自动化、电子信息工程、车辆电子等相关专业方向；3、具有扎实的专业理论基础。良好的科研创新及实际动手能力；4、具有车辆或计算机电子数据固定、提取、分析等有关科研项目或实践经验优先；5、有汽车维修电工经验优先；6、持C1驾照，要求熟练驾驶手动档轿车,民营  |  50-150人
数据分析建模工程师,四川北斗云联科技有限公司,8千-1.5万,成都-天府新区,硕士,在校生/应届生,01-30发布,10000人以上,国企,计算机软件,南京西路1376号上海商城东峰639室,"1.根据需求分析对数据进行建模分析；2.利用大数据相关组件实现海量的搜集和存储；3.利用大数据相关组件实现数据清洗，转换等工作；4.利用大数据相关组件实现数据可视化以及海量数据下的交通行业数据分析；5.持续进行大数据相关组件性能优化。职位要求：1.熟悉主流数据库技术；2.精通数据仓库架构和建模方法,熟悉数据仓库项目的实施流程，具备大型数据仓库架构设计、模型设计、ETL设计的相关经验；3.有一定的数据平台或业务后台开发经验、熟悉java/scala/python/shell；4.熟悉Hadoop/Hive/Spark/MaxCompute/Hbase等大数据基础组件,熟悉Kyin/Druid/clickhouse等OLAP组件，熟悉Kafka/Flink/SparkStreaming/Strom等实时组件。",民营  |  少于50人
数据分析员（能化黑色板块）,新疆中泰化学股份有限公司,15-18万/年,上海-长宁区,硕士,在校生/应届生,01-30发布,50-150人,民营,石油/化工/矿产/地质,经济技术开发区人寿壹中心,岗位职责：1.交易数据分析；2.能化、黑色跨品种分析；3.能化多品种月差分析；4.及时发现价差机会；5.每周定期总结相关各品种数据报告；6.定期对各品种周度数据处理分析。任职要求：1.金融、数学相关专业硕士应届毕业生或有相关工作经验者优先考虑；2.具备相应的经济学知识，具有一定的理论基础；3.具有数据分析能力，良好的沟通、协作能力；4.善于团队合作与人际沟通。*该岗位为中泰集团全资子公司——上海中泰多经国际贸易有限责任公司招聘,国企  |  10000人以上
金融数据分析,广东致远蓝图项目管理有限公司,7千-1.2万,广州-天河区,本科,在校生/应届生,01-30发布,10000人以上,民营,金融/投资/证券,中国航信高科技产业园区,岗位内容：1、学习金融领域知识以及技能从而协调跟进部门所负责工作项目；2、对数据资料进行分析，完成数据资料的分析和整理；3、深入学习金融知识以及项目产品分析技能，上手部门所负责工作内容；4、培养个人专研精神，利用公司所提供的技术培养资源，提高个人专业技能，为公司及团队奉献一己之力同时实现自己的人生价值。任职要求：1、本科及以上学历，优秀毕业生/留学生优先；2、熟练操作excel、word等办公软件；对数据较为敏感者优先；3、高效的执行力，较强的责任心和原则性，能承受工作压力；4、善于沟通和团队合作，具有较强的团队合作精神；5、具备较强工作条理性及协调能力，头脑灵活，应变能力强。福利待遇：公司位于广州CBD商业中心，近邻广州火车东站，位于地铁三号线林和西地铁站之上，是广州的标志性建筑之一，目前是很多全球500强公司在广州的办公地点。优越的地理位置，交通方便，五星级办公写字楼，弹性融洽的工作氛围；1、上班时间：9:30-12:00，13:30-17:00，五天工作制，假期按照国家法定执行，并且享有节日礼品；2、公司为员工提供职业技能培养，广阔的职业发展与晋升空间；3、公司节日活动会组织旅游、团建等活动；4、每位入职员工生日当天可领取公司精品礼品一份。※特别声明：1、请求职人员认真阅读本公司招聘介绍，如本公司职位与您的职业生涯规划相符，欢迎应聘。2、聘用职位性别不限，一经录用，公司将提供免费岗前培训及晋升机会。3、请勿重复投简历，否则将会对你的录用带来不便。有意应聘者，投递简历后一两个工作日内会收到我司通知联系，请保持电话畅通。,民营  |  50-150人
数据分析实习生,亚信科技OBC,3千及以下,西安-雁塔区,本科,在校生/应届生,01-30发布,500-1000人,民营,计算机软件,嘉昱大厦A座锦业一路,专业要求：计算机、统计学等相关专业职责描述：1、负责数据应用支撑，实时搜集、更新、汇总数据，并形成常态化通报；2、根据已有指标体系，通过监控分析及时发现业务数据问题；3、协助撰写数据分析报告。任职要求：1、本科学历及以上，2021年7月以后毕业，计算机、统计、数学等相关专业优先，能保证一周五天的正常工作时间；2、学习、适应能力强，具备逻辑思维、分析能力，对数据敏感，熟练使用常规办公软件（Excel、word、PPT）等；3、熟练掌握excel，常规函数（sum、vlookup等）、数据透视表、图表制作等；4.了解mySQL/SQLserver等大数据平台的使用方法加分,民营  |  10000人以上
商业数据分析师,上海鼎锜实业有限公司,8千-1万,上海-黄浦区,大专,在校生/应届生,01-30发布,10000人以上,国企,计算机服务(系统、数据服务、维修),延安东路222号外滩中心39楼,任职要求:1、统计学、数学、市场营销等相关专业本科及以上学历；2、有阿里数据银行/京东数坊/抖音等平台消费者研究项目经历或数据库搭建/分析应用背景优先；3、逻辑能力和数据分析能力优秀，能够基于数据分析及洞察结果，提出合理的运营建议和品牌市场营销建议；4、具备较强的商业意识和项目思维，具备优秀的沟通表达能力和团队协作能力，有耐心和激情，可承担较快的工作节奏和较大的工作压力；岗位职责:1、利用消费者行为及行业数据，基于人群分析方法论洞察消费者需求及市场趋势变化，制定品牌消费者营销策略及运营计划，并跟踪计划落地执行，达成目标；2、制定差异化的消费者营销策略，利用已有的消费者营销渠道持续种草品牌心智，为品牌和店铺持续培养高价值优质人群；3、基于业务需求，搭建业务分析框架，并从数据库/生意参谋/数据银行等内外部数据工具中提取数据支撑业务分析需求，给予数据反馈及建议,民营  |  500-1000人
