职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
安卓开发工程师,上海移视网络科技有限公司,1-1.4万,上海-松江区,本科,5-7年经验,12-28发布,互联网/电子商务,,工作职责:1、负责公司硬件产品的系统开发和调试；2、负责AndroidFramework框架层的需求优化和设计；3、负责系统性能和内存优化；4、协助App/Kernel等模块的问题分析定位。任职资格:1、5年以上Android系统开发经验；2、深入理解AndroidFramework系统原理、体系架构及实现，能根据需求对系统进行裁剪；3、具有系统软件架构设计经验和性能调优经验；4、有独立的Native层、Hal层等开发经验优先；5、有安卓系统audio/video/camera/graphic开发经验优先。,民营  |  少于50人
安卓Android开发工程师,成都创雅达科技有限公司,9千-1.7万,深圳-南山区,大专,3-4年经验,12-25发布,计算机软件,,,民营  |  少于50人
IPTV机顶盒安卓开发工程师,四川天邑康和通信股份有限公司,1.5-2.8万·14薪,广州-南沙区,本科,1年经验,12-26发布,通信/电信/网络设备,,岗位职责：1、参与产品需求分析，根据需求和设计方案，独立完成apk设计开发、优化和功能维护；2、负责Android对接硬件的通信数据调试，定位、记录问题并进行修改调优；3、负责Android对接硬件功能的sdk封装并维护；4、响应客户咨询，快速定位、解决线上问题。任职要求：1、***本科以上学历，电子信息、计算机或相关专业，1年或以上Android平台开发经验；2、熟悉JAVA和C++语言及JNI/NDK开发，具备Android源生开发经验；3、熟悉Androidjectpackviewmodel、lifecycle和数据库等框架并熟悉掌握使用方法；4、熟悉Android线程、进程、bundle以及Handle机制；5、熟悉Android平台上App性能、内存、功耗优化的工具和方法；6、熟悉Android网络通信机制，对socket通信，tcp/ip和http有较深的认识；7、熟练掌握Android中常规UI布局、UI绘制及UI优化等；8、有硬件基础，有物联网/智能硬件/音视频/人脸识别门禁系统/测温/防疫软件开发经验，熟悉232串口，485，韦根协议，熟悉rk3288等，优先考虑；9、良好的沟通协调能力及团队合精神，工作积极主动，有热情，勇于担当，时间观念强。,民营  |  1000-5000人
安卓/iOS/Web 前端开发工程师,深圳唐果屋智能科技有限公司,1.5-2.5万,无锡,本科,1年经验,12-20发布,互联网/电子商务,,任职资格:1、本科及以上学历，计算机相关专业，爱好软件开发工作，有开发经验者优先。2、熟悉软件设计原则、软件设计模式。3、熟练掌握Oracle或SQLite。4、精通Androidstudio开发平台及Android框架；熟悉多线程、Socket等网络通信编程技术。岗位要求：1、负责需求分析、软件设计、代码编写、单元调试、集成调试、系统测试、软件系统维护与升级。2、能系统性思考，了解产品中软硬件细节，及时解决系统运行过程中的问题。3、根据市场变化及客户需求，完成老产品技术升级和个性化改造。4、持续学习，紧跟技术发展趋势，并将新技术应用到公司产品中。5、积极完成公司安排的各项工作任务，及时归档各种研发文档。6、具备良好的学习、沟通和团队合作能力。7、具备处理现场问题的能力，能适应短期出差。,创业公司  |  50-150人
Android安卓应用高级开发工程师（西安）,北京合鲸科技发展有限公司,1-1.5万,武汉-江汉区,本科,1年经验,12-26发布,电子技术/半导体/集成电路,,岗位职责：1.基于现阶段Android-x86开源项目成果，解决多机型适配工作。2.Android系统内核调试修改，优化原生Android平台系统功能。3.维护系统稳定性，修复系统bug。4.分析系统需求，制定解决方案。任职条件：1.计算机或相关专业，本科及以上学历。2.1至5年相关工作经验，包括1年以上Androidframework及kernel开发经验，熟悉Androidframework系统架构。3.熟悉linux内核架构，能够进行linux内核基本问题分析及相关开发调试，熟练运用内存、性能等分析工具。4.有OpenGLES等开发相关经验的优先。5.有Android图形渲染、多媒体系统性能优化经验的优先。福利:1、国家法定节假日+周末双休；2、入职满一年后，按照国家标准带薪休假；3、五险一金，专业培训；,民营  |  50-150人
高级安卓开发工程师,蓝马舱行智能科技（上海）有限公司,1.8-3.5万,广州-黄埔区,本科,5-7年经验,12-20发布,电子技术/半导体/集成电路,,岗位职责：1、负责会议平台Android应用软件的设计及开发；2、参与产品讨论，完善架构设计；3、解决产品重难点问题，提升产品技术竞争力；4、负责建立并完善技术规范，组织技术分享，辅导团队技术能力提升。任职要求：1、本科及以上学历，5年以上Android应用开发及架构设计经验，有网络通讯开发经验者优先；2、良好的Java功底，拥有完整的Android项目开发经验，有扎实的面向对象基础，熟悉C/C++，以及NDK开发者优先；3、熟悉Android系统机制与框架，熟悉TCP/IP、HTT等网络协议，熟悉常用算法，数据结构和设计模式；4、具有良好的沟通协作和学习能力，乐于进行技术分享，喜欢挑战技术难题。,民营  
android开发工程师 安卓开发工程师,深圳市恒星智科技有限公司,1.5-2万,深圳-宝安区,本科,3-4年经验,12-27发布,办公用品及设备,,"【岗位职责】1、负责Android应用产品核心功能开发；2、负责Android部分代码的重构；3、负责优化产品性能；4、解决APP运行中出现的故障和问题，同时提供性能优化、日志收集及统计分析等方案。【任职要求】1、二本及以上学历，2-3年以上实际开发经验；2、熟悉常见的设计模式、性能优化技术；3、掌握基础的json解析,多线程并发和线程池技术；4、掌握常见的开源框架的使用,熟悉部分开源框架的源码；5、掌握事件分发机制；6、掌握一般自定义view的开发；7、有较强的抗压能力和责任心；8、有IM(即时通讯),应用市场,SDK项目开发经验优先考虑。【公司福利】1、职业培训：公司注重培训，新人入职无忧；2、工作氛围：公司主要扁平化管理，管理者不摆架子，员工间乐于互助，沟通交流无障碍；3、发展机会：所有岗位均实行内部晋升制，机会多多；4、带薪假期：充分满足员工的假期需求，法定节假日，带薪年假、婚假、丧假、产假；5、年度旅游：每年定期组织员工国内外旅游（曾去过三亚、桂林、昆明、西双版纳、泰国）；6、餐食福利：公司免费提供每天早餐及下午茶；7、住宿交通：提供3个月公司宿舍住房补贴和班车接送；8、周边环境：依山傍海，园区内有食堂和公交专线，生活方便快捷；9、休闲娱乐：公司有羽毛球、乒乓球、篮球、台球、狼人杀等俱乐部，并定期组织专场互动比赛。",民营  |  少于50人
安卓Android开发工程师,重庆耀梦时泰科技会展服务有限公司,7千-1万,南通,本科,5-7年经验,12-26发布,计算机软件,,,民营  
Android开发工程师（安卓）,安徽天盛智能科技有限公司,7千-1.4万,深圳,本科,3-4年经验,12-26发布,计算机服务(系统、数据服务、维修),,"岗位职责：负责android系统平台上的客户端软件的产品开发与维护。任职要求：（1）具有至少两款android应用的设计和开发经验，能够独立设计和开发，作品能上线者优先。（2）熟悉多种网络通讯协议、数据库、多线程、xml/json格式数据的解析等方面的知识；精通HTTP/Socket通信编程。（3）熟练掌握java技术，熟悉面向对象编程设计,熟悉设计模式，具备扎实的编程基础。（4）熟悉Android框架及各种特性，掌握Android的线程机制，并熟练使用多线程。（5）拥有良好的代码习惯，结构清晰，命名规范，逻辑性强。（6）有酒店、餐饮、温泉、票务等行业开发经验优先。（7）两年以上Android移动客户端应用开发经验。（8）具备良好的沟通能力、团队意识强，协作能力强，抗压能力强，认真负责的态度。本岗位享受：加薪，旅游、年终奖、定期体检、入职买五险一金等福利。工作时间轻松：上班时间7小时，周末休息1天半，交通便利：地铁车公庙J1出口100米左右。",民营  |  50-150人
Android/安卓开发工程师,上海万弢智能科技有限公司,1.2-2万,深圳-南山区,本科,1年经验,12-20发布,计算机软件,,"发展理念：1、	WebelievethatWritetheCode,ChangetheWorld.2、	我们相信大前端技术潮流，并致力于把跨端技术应用在产品内，为所有屏幕创造精彩。3、	我们关心每一位成员的技术提升和个人目标，相信团队，共同发展。4、	我们相信机会属于每一个愿意争取的幸运儿，努力一定会有回报。岗位职责：1、根据产品需求按质按时完成业务需求开发；2、对代码有要求，对产品有建议；3、学习新技术，并把新技术应用于产品内。岗位要求：1、大学本科及以上学历，应届生或1～3年相关工作经验；2、有主观能动性，积极主动，认真踏实，有责任心；3、了解Java，Kotlin等编程语言，了解Android开发；4、通过持续不断的技术优化，提升产品用户体验；5、加分项：Flutter项目、跨端项目、开源项目、博客以及你觉得可以加分的项目。公司福利：1、薪酬福利：为员工提供富有竞争力的薪酬体系；2、节假日：周末双休，享有国家法定节假日；3、有薪假期：正式员工享有带薪(陪)产假、婚假、丧假、病假、带薪年假；4、保险公积金：五险一金；5、晋升机制：公司设立良好的晋升机制并提供内部招聘；6、体育锻炼：每周篮球、羽毛球活动；7、其他：免费午餐、下午茶、零食饮品、部门聚餐、图书借阅等。交通指引：地铁：罗宝线桃园站A出口；公交（南山区委站）：36、74、223、226、M242、M453、M475",民营  |  50-150人
安卓开发工程师,广东触电传媒科技有限公司,1.3-2万,延吉,本科,3-4年经验,12-23发布,互联网/电子商务,,精通Java编程语言；Android应用开发经验，熟悉Android应用开发流程；精通Android界面开发，熟悉AndroidUI架构，熟悉各种UI控件的使用；手机App，设备端应用开发和Java服务器端的搭建；熟悉Android框架及特性，了解Android各个版本的差异，具备扎实的Java编程基础；熟悉Android网络HTTP协议、socket，JSON解析等开发经验，熟悉多线程调用；精通Android开发平台的框架原理，熟悉系统启动流程、权限控制、内存管理等机制，各种跨版本兼容方案；掌握常用的SDK使用，如第三方登录、位置定位、push消息，IM等SDK和API；计算机相关专业，本科及以上学历，2年以上相关开发经验；做过医疗行业系统app的优先。了解NBIoT、LoRa等无线技术，有物联网远程管理系统开发经验者优先熟悉IOS开发者优先具有良好的技术钻研和沟通能力。,国企  |  150-500人
安卓开发工程师,海南省时代光华智能科技咨询有限公司,9千-1.4万,苏州-相城区,本科,2年经验,12-17发布,计算机软件,,职位职责：1.负责公司高精地图类AndroidSDK的开发2.参与AndroidSDK产品设计和软件架构3.保证SDK的接口易用性、稳定性及性能任职要求：1.本科学历及以上，熟悉Java/Kotlin语言，有扎实Java基础2.熟悉掌握Android基础框架，有一定架构设计能力3.熟悉地图渲染，如2D高精地图绘制4.熟悉AndroidSDK的开发、混淆以及打包发布5.熟悉Android各版本的适配和系统兼容6.熟练掌握Android平台App性能优化方法和工具7.具备良好的沟通表达能力、良好的逻辑思维能力,民营  |  50-150人
硬件工程师（Linux/安卓）,杭州老板电器股份有限公司,1.5-2.5万,深圳-龙华区,本科,3-4年经验,12-23发布,家具/家电/玩具/礼品,,,已上市  |  5000-10000人
安卓开发工程师,芜湖盟博科技有限公司,1-1.8万,大连-甘井子区,12-20发布,5-7年经验,12-20发布,仪器仪表/工业自动化,,岗位要求：1.五年以上工作经验2.良好的计算机编程基础和编程习惯3.良好的团队沟通能力，期望在安卓领域深入钻研4.有日语基础,合资  |  150-500人
安卓系统开发工程师,武汉光庭信息技术股份有限公司,1.6-2万,深圳,12-20发布,无需经验,12-20发布,计算机软件,,工作地点：比亚迪总部六角大楼深圳市坪山区比亚迪路3009号岗位职责：1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查任职资格：1、软件/计算机/电子信息工程相关专业；2、App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者更佳。,已上市  |  1000-5000人
Android/安卓开发工程师,深圳市同舟技术服务有限公司,1-1.5万,深圳-宝安区,本科,3-4年经验,12-22发布,计算机软件,,1.本科学历以上，电子、计算机及自动化相关专业，3年以上Android系统开发经验；2.具备扎实的Java/C++语言基础，熟悉Android系统Framework及Native层开。3.熟悉AndroidBinder机制，了解共享内存机制。4.熟悉Android多媒体，相机，显示相关框架原理。5.具备良好的沟通能力和优秀的团队协作能力；有以下经验之一者优先考虑：有音视频流媒体开发基础，熟悉Android音视频的开发。熟悉OpenGL等图形加速处理技术能力者。具备Androidframework到HAL层框架的垂直开发能力者有高通平台Android系统开发经验者。有高通Camx开发经验者岗位职责：1.参与公司软件平台框架的设计、开发和维护。2.参与公司音视频流媒体框架的开发和维护。3.参与公司跨平台软件架构的建设，及技术攻关。4.持续优化产品，提升产品质量,民营  |  150-500人
安卓开发工程师,天地（常州）自动化股份有限公司,18-32万/年,杭州,本科,3-4年经验,12-22发布,仪器仪表/工业自动化,,岗位职责：1.负责Android终端（POS机、密码键盘、背夹等）模块设计、编码、调试工作，确保项目进度；2.对Android系统进行改造（安全性增强，系统优化精简），负责产品固件/底层解决方案，根据客户要求及需求文档，完成固件/底层设计开发；3.配合应用/硬件工程师，完成必要的API接口开发；4.配合生产部门完成硬件的生产与线上测试及调试等；5.编写产品设计文档等相关技术文档的撰写及维护工作。任职要求：1.本科以上学历，具备知识的C/JAVA/JNI语言基础，熟悉ARM嵌入式开发，编译，调试环境（Makefile、Shell等），掌握常用安卓开发工具；2.精通嵌入式Android驱动体系架构，有系统移植、驱动开发经验，有Sensor、USB、LCD、BT/WIFI/GPS、Camera、TouchScreen等其中三种以上外设驱动开发经验；3.熟悉uboot、fastboot及Android开机流程；4.了解应用、服务、设备驱动之间的纵向调用机理，熟练实现Android系统Framework及内核等系统框架层，能为应用层提供Framework层的系统接口；5.熟悉Framework、SDK、NDK、JNI开发，能够编写设备的hardware和JNI，一集对上层应用提供服务接口；6.有智能POS、手机、平板开发经验者优先，有3年以上ARM平台安卓驱动开发经验者优先。,国企  |  500-1000人
安卓开发工程师,深圳市普实科技有限公司,1.4-1.7万,郑州-中原区,本科,3-4年经验,12-23发布,办公用品及设备,,,民营  |  150-500人
Android(安卓)系统工程师,深圳酷酷科技有限公司,1-1.5万,深圳,12-20发布,无需经验,12-20发布,电子技术/半导体/集成电路,,工作地点：比亚迪总部六角大楼深圳市坪山区比亚迪路3009号岗位职责：1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查任职资格：1、软件/计算机/电子信息工程相关专业；2、App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者更佳。,民营  |  少于50人
安卓智能硬件开发工程师,广西正安考试服务有限公司,1-2万,广州-黄埔区,本科,2年经验,12-21发布,计算机服务(系统、数据服务、维修),,工作职责:1、负责Android客户端的软件设计、开发与维护；2、参与系统需求分析及设计，按规范编写程序代码；3、系统设计文档及其他相关文档编写；4、进行程序单元及功能测试，查出软件存在的缺陷并保证质量。任职资格:1.计算机相关专业本科及以上学历，2年以上Android平台下的开发经验。2.具有扎实的编程功底，良好的设计能力和编程习惯.有较强责任感和严谨工作作风，有良好的团队合作和协调能力。3.熟悉H5开发、了解IOS开发者优先。,民营  |  50-150人
安卓底层驱动开发工程师,深圳万橙物联科技有限公司,2-3万,厦门,大专,3-4年经验,12-20发布,计算机软件,,"【任职要求】1.3年以上测试经验，掌握基本的软件测试理论,熟悉软件测试的基本方法、流程和规范；2.熟悉Monkey、及ADB工具，熟悉windows操作系统,安卓系统测试，了解linux,可以搭建测试环境；3.熟悉安卓跟嵌入式设备包含、蓝牙，Wi-Fi、屏幕、摄像、通信等功能测试；4.主导过安卓系统智能家居中控屏测试项目的优先。【岗位职责】1.主要负责IOT智能产品的软件测试工作，包含APP端、智能硬件端、平台、通信协议等，保证产品质量；2.根据项目需求，制定测试方案、测试用例，搭建测试环境，测试项目验证，保证测试用例的覆盖率，并组织测试用例评审，对测试问题点审核归档；3.对产品稳定性、可靠性方面进行评估，编制标准，提出风险点，改善优化建议；4.跟进项目测试进度，追踪问题解决进度。5.测试用例、测试数据、测试报告、测试规范等测试相关资料输出；6.负责接受、收集、解决顾客及其他部门的投诉；记录、跟踪处理结果，及时向相关人员反馈处理信息；7.负责对客户及其他部门提供技术支持，解决客户在使用公司产品中遇到的技术问题。",民营  
安卓开发工程师,上海芮想信息科技有限公司,1.8-2.2万,佛山-顺德区,本科,3-4年经验,12-21发布,计算机软件,,岗位职责：1、负责移动终端的需求分析、设计、开发等工作；负责公司相关产品的移动Android平台的APP开发和项目的编码实现；2、负责Android客户端和服务平台接口对接，SDK开发等工作；3、负责参与产品需求分析并参与技术实施方案设计；4、学习和研究新的移动互联网技术以满足产品的需求。5、与项目相关管理、测试和需求等人员沟通和合作；6、熟悉Android系统体系结构，至少参加过两个完整的商业级android开发项；7、工作积极主动，有较强责任感和严谨工作作风；8、对软件产品有强烈的责任心。任职要求：1、本科及以上学历，计算机相关专业毕业，三年及以上Android软件开发经验，要求能独立开发App；2、熟练掌握Java编程语言；3、精通Android开发平台及框架原理；4、熟练掌握Android开发技术，具有扎实的JAVA语言及数据结构基础；5、熟悉各主流手机特性，熟练实现不同版本、屏幕的适配，有数据统计、消息推送；6、责任心强，具备良好的沟通能力和优秀的团队协作能力；7、有智能家居APP相关开发经验的优先。,民营  |  1000-5000人
安卓驱动工程师,深圳市迪沃智能通信有限公司,1.5-2.5万,上海-浦东新区,大专,3-4年经验,12-18发布,通信/电信运营、增值服务,,,合资  |  50-150人
Android/安卓开发工程师,北京双顺达信息技术股份有限公司,5-8千,广州-海珠区,本科,1年经验,12-20发布,计算机软件,,"发展理念：1、	WebelievethatWritetheCode,ChangetheWorld.2、	我们相信大前端技术潮流，并致力于把跨端技术应用在产品内，为所有屏幕创造精彩。3、	我们关心每一位成员的技术提升和个人目标，相信团队，共同发展。4、	我们相信机会属于每一个愿意争取的幸运儿，努力一定会有回报。岗位职责：1、根据产品需求按质按时完成业务需求开发；2、对代码有要求，对产品有建议；3、学习新技术，并把新技术应用于产品内。岗位要求：1、大学本科及以上学历，应届生或1～3年相关工作经验；2、有主观能动性，积极主动，认真踏实，有责任心；3、了解Java，Kotlin等编程语言，了解Android开发；4、通过持续不断的技术优化，提升产品用户体验；5、加分项：Flutter项目、跨端项目、开源项目、博客以及你觉得可以加分的项目。公司福利：1、薪酬福利：为员工提供富有竞争力的薪酬体系；2、节假日：周末双休，享有国家法定节假日；3、有薪假期：正式员工享有带薪(陪)产假、婚假、丧假、病假、带薪年假；4、保险公积金：正式员工购买五险一金；5、晋升机制：公司设立良好的晋升机制并提供内部招聘；6、体育锻炼：每周篮球、羽毛球活动；7、其他：免费午餐、下午茶、零食饮品、部门聚餐、图书借阅等。",民营  
安卓项目工程师,深圳市易捷通科技股份有限公司,1-1.5万,深圳-宝安区,本科,3-4年经验,12-20发布,计算机硬件,,"岗位职责：1.负责Android客户端的界面软件开发；2.负责Android客户端的维护及用户反馈bug的解决；3.根据项目任务计划按时完成软件编码和单元测试工作；4.持续优化相关产品的质量、性能和用户体验；5.对安卓平台相关新技术进行研究和功能实现，对现有开发方法进行改进；6.领导安排的其他工作；任职要求：1.统招本科及以上学历，3年以上Android平台实际项目开发经验；2.英语4级以上水平,具备读、写能力；3.熟悉使用Android开发软件界面，能独立完成产品设计和编码；4.熟悉Android框架、数据库本地存储、绘图编程、多线程等基础开发技能，熟练使用开发平台AndroidStudio；5.有蓝牙BLE模块或WIFI通讯的开发经验的优先考虑;薪酬待遇：A.底薪(能力经验优秀者待遇可面谈)+提成+年终奖，购买社保，公积金.B.提供住宿地点：地铁12号线桃园居（11月28日开通）",已上市  |  150-500人
安卓驱动工程师,成都万创科技股份有限公司,1.5-2.5万,深圳,12-20发布,无需经验,12-20发布,计算机硬件,,工作地点：比亚迪总部六角大楼深圳市坪山区比亚迪路3009号岗位职责：1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查任职资格：1、软件/计算机/电子信息工程相关专业；2、App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者更佳。,民营  |  150-500人
Android/安卓开发工程师,陕西航天泵阀科技集团有限公司,4-5千,深圳,本科,2年经验,12-20发布,机械/设备/重工,,"1、1年以上安卓应用开发经验；2、熟悉android开发技术，掌握android主流开发架构（MVC,MVP,MVVM），熟悉android主流框架（RXjava等)开发，熟悉界面布局，组件化及自定义控件；",民营  |  500-1000人
安卓开发工程师,上海昊沧系统控制技术有限责任公司,1-1.4万·14薪,福州-鼓楼区,本科,1年经验,12-20发布,计算机软件,,工作概述：1、负责Android客户端产品分析、设计、开发和维护；2、和客户沟通，实现客户需求沟通、确认；3、撰写项目开发相关文档，定期做技术分享与总结。任职要求：1、计算机、软件相关专业本科以上学历；2、熟悉Android系统架构、UI设计、服务、线程、进程的通信机制；3、熟悉Android编程，熟练掌握UI、数据存储、网络通信（Socket，HTTP）、多线程等基本开发技能；4、具备较强的独立解决问题能力，能承受一定的工作压力；5、善于沟通与团队协作，有责任心，热爱学习，具有较强的抗压能力；,民营  |  150-500人
Android/安卓开发工程师,上海典钢科技有限公司,1.6-2.3万,芜湖,大专,1年经验,12-19发布,通信/电信运营、增值服务,,岗位职责：1.负责公司车载信息娱乐核心需求的开发；2.从事Android平台软件产品开发；3.跟进***，对产品的技术方案进行设计和优化。岗位要求：1、大专及以上学历，计算机相关专业专业；2、熟悉Android平台应用开发，熟悉性能分析、优化，熟悉单元测试项目经验者。欢迎各位同学投递咨询，公司优势：1、强大的技术团队，技术驱动型公司。技术团队来自阿里巴巴高德、千寻位置、埃泰克等知名互联网、软硬件一体化、主机厂公司，研发团队分布安徽芜湖、厦门、北京、上海、韩国等地。重视技术人员的培养和建设；2、完善的产品生命线，从辅助驾驶到无人驾驶。相关智能数字座舱产品已量产并盈利；3、完善的福利待遇，五险一金、年度旅游、年度体检、节假日福利、下午茶等一应俱全。宽松、扁平化的工作氛围。,民营  |  50-150人
安卓助理开发工程师,合肥星游信息技术有限公司,4-6千,深圳,12-20发布,无需经验,12-20发布,计算机软件,,工作地点：比亚迪总部六角大楼深圳市坪山区比亚迪路3009号岗位职责：1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查任职资格：1、软件/计算机/电子信息工程相关专业；2、App相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉Android/系统架构，熟悉Java、Kotlin、Objective-C、Swift；4、有良好的学习能力和强烈的进取心、良好的沟通与表达能力、思路清晰；5、具有较好的团队精神，有强烈的责任感和积极的工作态度；6、较强的动手能力与逻辑分析能力。对用户体验、交互流程及用户需求有所理解者优先；7、有Flutter、ReactNative等跨平台开发经验；8、有独立开发过APP项目、有物联网相关经验，或有应用商店上架产品者更佳。,民营  |  少于50人
安卓开发工程师,杭州书微信息科技有限公司,1-2万,南京-江宁区,本科,3-4年经验,12-19发布,计算机软件,,（上汽大通国企驻场，要求***本科，可转内岗！）职位详情工作职责1、根据产品需求，制定软件技术方案并输出相关设计文档2、负责处理测试以及SOP后的软件技术问题3、能够独立完成产品开发计划制定任职资格1、本科或以上学历，有扎实的Java编程基础2、3年以上Android应用开发经验，并有源码开发经验3、理解并掌握面向对象编程思想，会使用常用的设计模式4、理解内存管理，并有应用优化经验5、具备蓝牙、多媒体、音视频应用等开发经验者优先6、有Launcher、SystemUI或设置（系统设置、车辆设置）类应用开发经验优先7、良好的团队协作精神，工作积极主动，勇于担当，能承受较强的工作压力8、有较强分析和解决问题的能力，思路清晰，逻辑严谨,民营  |  50-150人
Android开发工程师（安卓）,京北方信息技术股份有限公司,1-1.5万,深圳-宝安区,大专,3-4年经验,12-20发布,外包服务,,岗位职责：1、计算机通信电子自动化相关专业，3年以上安卓系统开发经验；2、熟练运用Android的四大组件，Android平台框架（涉及UI、自定义View、framework、多线程、网络等）；3、熟悉使用AndroidStudio、SVN、Git等开发工具，孰悉开发和使用第三方端SDK；4、熟悉多进程多线程之间通信，网络请求经验；5、需要有多个APP开发经验，沟通良好，态度佳，具有团队合作精神；6、做过RK（瑞芯微）智能终端方案开发、有Ubuntu、Debian开发经验优先。任职要求：1、负责Android平台framework开发和维护；2、负责操作系统性能的优化；3、处理Android异常问题，包括闪退、NE、ANR等疑难问题分析；4、配合APP实现一些定制需求；5、进行产品升级的预研。,民营  |  10000人以上
安卓开发工程师,武汉捌加柒科技有限公司,1-1.5万,深圳,大专,3-4年经验,12-19发布,计算机软件,,岗位职责：1.负责公司教育类移动产品的研发，编写高质量的代码；2.参与产品、项目设计方案评审，并提出问题和改进意见；3.设计良好的代码结构，不断迭代重构；4.对开发系统产生的需求和问题快速响应。任职要求：1.大专及以上学历；2.三年及以上Android平台实际开发经验；3.掌握AndroidSDK及相关开发、调试、优化工具；4.熟练掌握Java或kotlin语言，掌握常见的数据结构和算法，具有良好的编程习惯；5.熟悉OpenGL、WebKit等优先；6.能吃苦耐劳，团队协作，有较强的责任心。,民营  |  150-500人
Android安卓开发工程师,京北方信息技术股份有限公司珠海分公司,1.1-1.8万,东莞-凤岗镇,本科,3-4年经验,12-19发布,计算机软件,,"1.	负责产品应用软件部分的设计，配合项目组按计划完成产品应用软件方面的开发任务；2.	协助制定产品的软件相关技术要求和技术规范；3.	协助解决项目中的关键技术问题和难点；4.	负责应用软件设计变更的实施；5.	按照质量体系的要求填写相关技术文档；6.	按照质量体系要求对应用软件设计开发过程进行评审和记录；7.	负责相关技术的培训与交流，支持其它部门相关的技术工作；8.	对其他软件工程师的代码进行检查；9.	协助测试人员对应用软件系统及模块的测试；10.	完成上级临时安排的工作。任职要求：1.	4年以上项目研发经验；2.	良好的计划与执行能力、沟通能力、谈判能力，工作责任心，主动性，学习能力；3.	较好的团队合作精神；4.	熟悉本公司产品开发制造流程，独立承担多个设计项目；5.	具有Android平台开发经验，对Android系统有一定理解，良好的面向对象设计、编程技术功底，有架构设计经验者优先；6.	熟悉Android系统架构及相关技术，熟悉AndroidAPP开发流程；7.	熟练掌握JAVA开发语言、AndoridSDK以及开发环境；8.	熟悉Android平台的GUI编程，熟悉GDI的使用；9.	熟悉Java的多线程编程，熟悉Android下线程与线程、进程与进程间的通信机制；10.	熟悉Android平台的网络API，精通http/https、tcp/ip、udp通信编程，11.	熟悉汽车电子产品性能特性，具备汽车电子产品项目管理工作经验；12.	熟悉IATF6949：2016质量管理体系，能熟练使用APQP、FMEA、PPAP等管理工具。13.	熟悉ISO14001的环境体系。",民营  |  少于50人
安卓开发工程师,深圳市品创互联科技有限公司,1-1.6万·13薪,杭州-西湖区,本科,2年经验,12-13发布,计算机软件,,,民营  |  50-150人
